name,price,Original Price,category,site
"Clear Sound Anywhere Anytime AN-12 Speaker Gives You Pure Sound with Options and Built-in Lighting for Fun Atmospheres. Light, Practical, and Rechargeable – Your Perfect Companion",299..00,N/A,Speakers,amazon
Subwoofer Bluetooth 2 * 1 Black - LED Light 10W+5W*2-USB-BLUETOOTH-AUX-REMOTE CONTROL,"1,999..00",N/A,Speakers,amazon
"JBL PartyBox 110 by Harman Portable Bluetooth Party Speaker with Adjustable Bass, Dynamic Light Show, 12 Hours Playtime, IPX4 Splashproof, Guitar & Mic Inputs (160 Watt, Black)","26,220..00",N/A,Speakers,amazon
"CL-671 LED Touch Lamp Wireless Bluetooth Speaker with TF Card/Aux/Speaker Phone, FireWire",201..14,N/A,Speakers,amazon
"KPR Night light bluetooth speaker, portable wireless bluetooth speakers, touch control bedside table light, outdoor speakers bluetooth, best gifts for girl, boy, baby",232..40,N/A,Speakers,amazon
"Wired 2.0 Speaker, Black Blue - GT-216",150..00,N/A,Speakers,amazon
Mini bluetooth speaker ws-887 (gold),179..00,N/A,Speakers,amazon
"Sub Sound Bar Bluetooth Speaker with Radio – Portable Wireless Subwoofer with AUX Input, Built-in Mic, and Rechargeable Battery for Smartphones, TV,Tablets, and Computers (Black l8)",579..99,N/A,Speakers,amazon
Sound System 6 Sound System Ceiling Speakers 6W Speaker 60W Intersound,"4,799..00",N/A,Speakers,amazon
SW soundworld AHUJA HBM-60CC HEADBAND MICROPHONE,750..00,N/A,Speakers,amazon
"Soundcore Glow Mini Portable Speaker, Bluetooth Speaker with 360° Sound, Light Show, 12H Battery, Customizable EQ and Light, IP67 Waterproof and Dustproof, for Camping, Home, and Beach Parties","1,899..00",N/A,Speakers,amazon
Generic 5 Volt Arduino Buzzer Speaker,58..00,N/A,Speakers,amazon
