name,price,Original Price,category,site
"AirPoder' Pro 2 Plus Bluetooth Earbuds with Active Noise Cancelling Wireless Charging Case (White, True Wireless)",468..00,N/A,Headphones,amazon
"Earphones A-16 Modern Wireless for Couples Sports, Small & Ultra Lightweight, LEG Display, HD Headphones for Calls, Big Audio Players, Compatible with Android Smartphones and iPhones (BLACK)",299..00,N/A,Headphones,amazon
"Choetech Choebuds Pro TWS ANC ENC Earphone, 6 Mics, Big Bass, Clear Calls, Multi-Mode Noise Cancelling IPX7 Water-Resistant,Black + 18 Local Warranty Headphones Headset Wireless Earbuds","1,776..00",N/A,Headphones,amazon
"Oraimo Roll Truly Wireless Earbuds Half in Ear Bluetooth Earbuds with ENC,Deep Bass, 16Hrs Playtime, 13Mm Dynamic Driver, Immersive Audio, Touch Control, Voice Assistance White.",677..00,EGP 799.00,Headphones,amazon
"TGUS Small Wireless Gaming Headset, LED Light Up Cat Ear Shaped Headphones, Cartoon Luminous Head-mounted Stereo Bluetooth for Kids Adult Pink Headset Wireless",387..00,N/A,Headphones,amazon
"Soundcore by Anker, AeroFit Open-Ear Headphones, Ultra Comfort, Snug Fit, Ergonomic Ear Hook, Balanced Sound, IPX7 Waterproof, 42H Playtime, Bluetooth 5.3, App Control, Black, 18 Months Warranty","3,444..00","EGP 4,549.00",Headphones,amazon
Razer BlackShark V2 X - Wired Gaming Headset - Black - RZ04-03240100-R3M1,"2,999..00",N/A,Headphones,amazon
Earphones Classic USB-C Headset Stereo Audio Wired Headphone with Mic Microphone Volume Control Wind Compatible with Honor AM33R Compatible with Samsung and IPhone 15 and All Mobile Phones Devices,400..00,N/A,Headphones,amazon
"Joyroom FN2 FunPods 4-Mic ENC Earbuds, EQ, Bluetooth 5.4, ANC Noise Cancellation - Black","1,024..00","EGP 1,140.00",Headphones,amazon
"Headphone Wired MFi Certified Built-in Microphone &Volume Control,in-Ear Stereo Headset Compatible with 13 Mini/SE/12 Pro/12Pro Max/11/X/8 7-All iOS System Headphones Headset",67..00,N/A,Headphones,amazon
USB C Headphones Type C Earphones for Samsung Galaxy S21 Ultra 5G Magnetic HiFi Stereo Digital DAC Earphone with Mic Wired Headphone for Android Smartphone Galaxy S20 FE Note 20 Pixel 5 (White),177..10,EGP 200.00,Headphones,amazon
"Sony WH-1000XM5 Noise Cancelling Wireless Over-Ear Headphones, Bluetooth, Clear Call Quality, Hi-Res, Up to 30hr Battery Life, Quick Charge, Alexa & Google Assistant, iOS & Android - Black","15,850..00","EGP 16,550.00",Headphones,amazon
"Oraimo OpenCirclet Open Ear Sport Headphones, New Concept Healthy & Comfort Air Conduction Open Ear Wireless Bluetooth Earphones, Blue - 1 Year Warranty","2,210..56","EGP 3,000.00",Headphones,amazon
"Honeywell Suono P2100 Bluetooth True Wireless Stereo Earbuds, 50 Hours Playtime, Environmental Noise Cancellation, 4 Mics, Type C Fast Charging, Low Latency Mode for Gaming, Bluetooth V5.3, Black","1,299..00",N/A,Headphones,amazon
"Wireless Headphone J-520 Headset Eerphone,Bluetooth stereo, with External Microphone and Support SD Card Hands-Free Call Voice Aware, Multi-Point Connection, Lightweight and Foldable (Blaack)",609..00,EGP 629.00,Headphones,amazon
Anker Soundcore K20i Headphones Black - A3994,723..00,EGP 775.00,Headphones,amazon
"MERV - EarBuds Pro 3 - Wireless Charging Case, Active Noise Cancellation, Compatible with All Phones (WHITE).",355..00,EGP 395.00,Headphones,amazon
"B58ABKONCORE B581 USB Gaming Headset with 7.1 Surround Sound, PC Headset with Noise Cancelling Microphone, LED Light Headphones for PC, Laptop",649..00,N/A,Headphones,amazon
"Bluetooth Headphones Children, Girls Cat Ear Headphones Over-Ear with LED Light Foldable Stereo Headphones Bluetooth, Wireless Headphones Children with Microphone, Micro SD/TF,for Tablet/Mobile",480..90,N/A,Headphones,amazon
"Sony WI C100 Wireless in Ear Bluetooth Headphones with Built in Microphone, Comfortable And Easy To Use With Long Battery Life And Quick Charging With High-Quality Sound, Black, WIC100/B","1,482..00","EGP 1,950.00",Headphones,amazon
"Sony WH-1000XM5 Noise Cancelling Wireless Headphones - 30 hours battery life - Over-ear style - Optimised for Alexa and the Google Assistant - with built-in mic for phone calls - Black, Bluetooth","15,850..00","EGP 19,950.00",Headphones,amazon
"CMF BY NOTHING Buds Pro 2 Wireless Earbuds with ChatGPT Integration, Hi-Res Audio with LDAC, 50 dB Hybrid noise cancelling earbuds, IP55 waterproof, 43H play time, 6 HD Mics headphones, Dark Grey",N/A,N/A,Headphones,amazon
"cx330 earphone with mic and flat wire noise isolation with 3.5 mm, Wired Headphones Headset Wired -Red",43..56,EGP 49.00,Headphones,amazon
"HUAWEI FreeClip Wireless Bluetooth Earphones, Futuristic Aesthetic Design, Feather-like Wearing, Open-ear Listening, Long Battery Life, iOS and Android, IP54 Water- and Dust-resistant, Black",N/A,N/A,Headphones,amazon
XO - Bluetooth HeadSet Back-Mounted With Active Noise Reduction XO-BE32,N/A,N/A,Headphones,amazon
"Redragon Zeus Pro Gaming Headtset, Surround 7.1, Removable USB-C Cable, Wireless, w/ Microphone, Black - H510-PRO","3,499..00",N/A,Headphones,amazon
"Oraimo BoomPop2S Noise Cancelling Wireless Over-Ear Headphones,50H Long Playtime, Powerful Deep Bass, Customize via an App, Dual Device Connection,Ideal for Travel",699..00,EGP 940.00,Headphones,amazon
"Headphone SD-1101 Wireless Headset EARPHONE,Bluetooth stereo, FM V5.3 with External Microphone and Support SD Card (BLACK)",364..00,N/A,Headphones,amazon
"JBL Live Pro 2 True Wireless Noise Cancelling Earbuds, Smart Ambient, 40H Battery, 6 Microphones, Oval Tube, Multi-Point Connection, IPX5 Water Resistant - Blue |1 year manufacturer warranty","12,465..00",N/A,Headphones,amazon
"Skullcandy Ink'D 2 In-Ear Headset - Blue/Black, S2Ikdy-101 (878615035683), One Size, Sk2Ikdy-101",199..00,EGP 219.00,Headphones,amazon
"JBL Tune 110 Wired Earphones: Pure Bass Sound, One-Button Remote with Microphone | Tangle-Free Flat Cable | Comfortable Ear Tips | Sleek Black Design | 1 Year Local warranty",270..00,EGP 326.00,Headphones,amazon
"M19 Earbuds，Wireless Earbuds Bluetooth Headphones, HiFi Stereo Deep Bass, Bluetooth 5.3 Touch Control Headphones, Mini Ear Buds Mic in-Ear Headset IP7 Waterproof LED Display for iPhone and Android",350..00,N/A,Headphones,amazon
"soundcore Space One Pro by Anker, Adaptive Active Noise Cancelling Headphones, Super Foldable Design, 60H Lossless Audio, Ultra-Fast Charging, Hi-Res Wireless Audio with LDAC, Comfortable Fit","8,450..00",N/A,Headphones,amazon
SAMSUNG Level U2 Original in-Ear Wireless Stereo Headset (Black),"3,250..00",N/A,Headphones,amazon
